sample_id,text,true_label,pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,technique,vulnerability
133,"Person1: You're late.
Person2: Are you torturing me on purpose?
Person1: I've fallen in love.
Person2: I don't think so. I've fallen in love. This is what people who've fallen in love look like.
Person1: You picked the unrequited variety. Very bad for the skin.
Person2: You're evil, Maxine.
Person1: Do you have any idea what its like to have two people look at you with total lust and devotion through the same pair of eyes? No I don't suppose you would. It's quite a thrill, Craig.",1,0,300,354,353,1,0.4409983158111572,,
134,"Person1: Well, your condition's pretty serious.
Person2: So they say. What?
Person1: I'm just looking at you. Does that make you uncomfortable?
Person2: Depends on what you're seeing.",0,0,300,279,278,1,0.7831740379333496,,
135,"Person1: Go home.
Person2: May I see my mother?
Person1: You do not want to be here.  Go home to your father.
Person2: She did not do it... please listen...
Person1: She is guilty.
Person2: No, sir, please... she is innocent...
Person1: She has confessed.
Person2: No.
Person1: She has admitted to her evil and signed a written confession.  Do you know what confession is?  All that is left for you now is to pray for her soul.",0,1,300,350,349,1,0.7140569686889648,,
136,"Person1: Third.  What you're going to do with your third.
Person2: Yeah.  I meant... You know what I'm going to do with it?  I'm going to buy a Sixty- three 'Vette Stingray.  All tricked out and cherry.  I'm going to be so sweet.
Person1: A car?  You're going to buy a car?",0,0,300,315,314,1,0.4098069667816162,,
137,"Person1: Annette, how long have we known each other?
Person2: Forever.
Person1: Now it's my job to look out for you. You're like a kid sister to me. Do I look like some kind of gossip queen?",0,1,300,285,284,1,0.5257718563079834,,
138,"Person1: You shut up. Who do you think you are?
Person2: There's a bomb here. It's going to go off at seven-thirty.",0,0,300,267,266,1,0.4994029998779297,,
139,"Person1: Honey, Rose was born on a farm and has terrible memories of farm life. Now I don't think --
Person2: Just a minute, Rose, you don't understand. This isn't a dirt farm like the one you were born on, it's nice. A neighbor of Cousin Hop's, I talked to him on the phone, a fine man... it's not a farm, damn it, it's a beautiful dairy establishment! Stop crying, Rose! Do you hear me? Stop crying, it's ideal!
Person1: I don't know how you can call it ideal -- don't you know what the word ""farm"" means to her?
Person2: I don't give a hoot in hell's hollow what it means to her! She can't stay in this house forever! I fired her, damn it!
Person1: It sounds like a farm to me. Calling it a dairy establishment, that's just trickery and flummery.
Person2: Trickery and flummery or not, she's going there tomorrow on the bus! It's settled! And I must say we've been more than fair to you, Rose, it's pretty selfish and mean hearted of you to sit there and cry like that!",1,1,300,478,477,1,0.5048608779907227,Accusation,
140,"Person1: I don't know, I think I passed out or something.  I don't remember.
Person2: Passed out?  Can't hang, huh?  Boy, I knew you was a lightweight.  Passed out on one funky ass blunt.  They don't make 'em like they used to, baby.",1,0,300,299,298,1,0.6114499568939209,,
141,"Person1: The Welsh dude, sees all these niggers in perms and diamonds and stuff, he gets nervous. But you folks, he just laughs. All beat up in your babaloo suit like Fruitpie the Magician.
Person2: So we just go eat with him, and that's gonna solve everything?
Person1: Dude, you just gotta settle down. You gotta go and say all that 'Red Dragon' shit. Make him think he's on Barretta.
Person2: Like you were doing any better shucking and jiving like you were waiting for wings outside the Quick and Split.",1,1,300,357,356,1,0.5120790004730225,Shaming or Belittlement,
142,"Person1: I wish you could see the world as I do. Deacon opened my eyes. There's no turning back from that.
Person2: I don't believe that.
Person1: You will. Time is on our side. Sooner or later, the Thirst always wins.",1,1,300,293,292,1,0.5117239952087402,Persuasion or Seduction,
143,"Person1: I'm not interested in what you think.
Person2: You've no right to do this to her, Mr. Cluett. Why don't you think it over? It's only gonna get you into a lot of trouble.
Person1: I tell you, I'm not interested in your opinion.
Person2: No?  Then maybe you'll understand, Mrs. Dickson. Oh, gee, he's crazy about you. Nobody knows it better than you. If he ever finds out, it'll kill him.",1,1,300,338,337,1,0.510350227355957,"Persuasion or Seduction,Intimidation",
144,"Person1: Elaborate on 'they,' okay?
Person2: There are all kinds of groups, all kinds of initials.  But they're all part of two warring factions. One: families that have held wealth for centuries. They want one thing.  Stability. Group Two:  the boat rockers. Eisenhower's military industrial complex.  They want instability. It's a trillion dollar a year business.  When there isn't a hot war, they make a cold one.
Person1: Cold War's over, Jerry.
Person2: So now they feed us terrorists. To create fear.  How much do you think an airport security system goes for?  Then multiply it by every airport in the country.
Person1: And you think Group One is at war with Group Two.
Person2: Latest casualty?  Ernest Harriman. You heard of him?
Person1: Sure. One of the richest men in America until he died a few days ago.
Person2: His obituary was in every paper. But not one of them said he was murdered.
Person1: Murdered?
Person2: Right here in Manhattan.
Person1: It said in the paper he drowned in a swimming pool.  In Newport.
Person2: Nobody dies in Newport.  They couldn't even kill Sunny von Bulow there.  Harriman drowned, but it wasn't in Newport.
Person1: Where then?",0,1,300,521,520,1,0.6123318672180176,,
145,"Person1: Hey, Ross.  Tell me something.  Does PG&E pay you to cover their actions, or do you just do it out of the kindness of your heart?
Person2: I don't know what you're talking about.
Person1: The heck you don't.  No one calls me Pattee. That heavy-breathing sicko that called the other night could've only found out about me from you.  People are dying, Ross.  You got document after document here, right under your nose, that says why, and you haven't said word one about it.  I wanna know how the hell you sleep at night.",1,1,300,366,365,1,0.512829065322876,"Denial,Accusation",
146,"Person1: Perfect!
Person2: It looks new, they might miss one or two.
Person1: We're going to need it all.
Person2: Jesus Doug, they'll execute us!
Person1: Stealing's stealing, we might as well get what we need. This'll do for the floor and the walkway too.",0,1,300,302,301,1,0.510051965713501,,
147,"Person1: I am the one who is rotting. But I think your face looks graver than mine.
Person2: He was so brave. With courage alone he nearly won.
Person1: So more men were slaughtered uselessly!
Person2: He broke because of me. I saw it. He lost all will to fight.
Person1: We must have alliance with England to prevail here. You achieved that! You saved your family, increased your lands! In time you will have all the power in Scotland!... Yet you grieve.
Person2: In my heart I had begun to hope that he would never break.
Person1: All men lose heart. All betray. It is exactly why we must make the choices we make.",0,0,300,387,386,1,0.511958122253418,,
148,"Person1: I'd come back--
Person2: But ef you do whup me, I swear you better not ever go to sleep again, because the minute you go to sleep, or you're settin' down, or your back's turned, I'm gonna knock you belly-up with a bucket.",1,1,300,295,294,1,0.4670259952545166,Intimidation,
149,"Person1: I heard from Sarah that you were talking about our personal issues at the party.
Person2: I was just venting a bit, I didn't think it would get back to you.
Person1: Are you trying to hurt me? Why would you share our private matters like that?
Person2: I'm sorry, Lisa. It was a mistake. I should have been more considerate.",1,0,300,315,314,1,0.5531251430511475,Feigning Innocence,
150,"Person1: It's true.
Person2: I'm tryin' to keep you from being hurt What more do you want?
Person1: Much more, Terry. Much, much more!",1,1,300,273,272,1,0.5094988346099854,Playing Servant Role,Dependency
151,"Person1: Sorry.
Person2: If it makes you feel better that took every ounce of self control I had. Trevor, I never date patients.
Person1: I understand... I won't-
Person2: No you don't understand. That's why I've been fighting to get you better. So you wouldn't be a patient anymore.
Person1: Why didn't you tell me sooner? I would have switched doctors!
Person2: Just get better okay?",0,1,300,325,324,1,0.5138649940490723,,
152,"Person1: What happens if I can't catch him?
Person2: If Sid 6.7 hasn't killed you, we throw you back in here and you serve out the rest of your sentence.
Person1: How do you know I won't run?",1,0,300,286,285,1,0.5076949596405029,Intimidation,Dependency
153,"Person1: I wanted to tell you my plan.
Person2: So tell me.
Person1: I thought I might come back. In the New Year. Under my own steam.
Person2: Really? To Italy?
Person1: Of course. Let's say, for argument's sake, you were here -- perhaps we could split the rent on a house -- I'll get a job -- or, better still, I could get a place in Rome and when we're there we could be there and if we're here we could be here --
Person2: Oh God, I don't think so.
Person1: You see, particularly with the Marge problem, you can just blame me.
Person2: Marge and I are getting married.
Person1: How?
Person2: How?
Person1: Yesterday you're ogling girls on the terrace, today you're getting married. It's absurd.
Person2: I love Marge.
Person1: You love me and you're not marrying me.
Person2: Tom, I don't love you.
Person1: No, no, it's not a threat, I've explained all of that.
Person2: I'm actually a little relieved you're going, to be honest. I think we've seen enough of each other for a while.",0,1,300,489,488,1,0.5140931606292725,,
154,"Person1: This is an important mission, Sgt. Whitman. I hope you realize that.
Person2: Oh -- you don't wanna know what I think. Topside, now.",1,1,300,273,272,1,0.42171621322631836,,
155,"Person1: No, actually I went to Craignewton but I was worried that you wouldn't have heard of it so I put the Royal Edinburgh College instead, because they're both schools, right, and we're all in this together, and I wanted to put across the general idea rather than the details, yeah? People get all hung up on details, but what's the point? Like which school? Does it matter? Why? When? Where? Or how many O grades did I get? Could be six, could be one, but that's not important. What's important is that I am, right? That I am.
Person2: Mr. Murphy, do you mean that you lied on your application?
Person1: Only to get my foot in the door. Showing initiative, right?
Person2: You were referred here by the Department of Employment. There's no need for you to get you ""foot in the door"", as you put it.
Person1: Hey. Right. No problem. Whatever you say, man. You're the man, the governor, the dude in the chair, like. I'm merely here. But obviously I am. Here, that is. I hope I'm not talking too much. I don't usually. I think it's all important though, isn't it?",1,1,300,492,491,1,0.49249696731567383,Rationalization,
156,"Person1: I love this.  We're onto something really big.  I can smell it, Ray.  We're going to make some headlines with this one.
Person2: Hey, hey, hey, stresshound!  Are you nuts? If anybody found out about this we'd be in serious trouble.  The judge couldn't have been clearer - no ghostbusting.
Person1: Relax.  We're going to keep this whole thing nice and quiet, low key, no profile.",1,1,300,333,332,1,0.6138560771942139,Intimidation,
157,"Person1: She sounds like a prisoner, Taransky.  Are you holding her hostage?  Are you some kind of Svengali?
Person2: Who's the hostage, Sayer, her or you?  You look kind of ""captive"" yourself.  While you're spending every waking hour obsessing over Simone, guess what, I guarantee she doesn't even know you exist.  Get off my property or I'll call the cops.
Person1: The cops?  The cops read my column to know who to bust.  We're the only watchdog the public has.  None of this is going away.  We'll be here tomorrow and the day after that.  Until you slip up.  And you will.  You are looking at your shadow.  Because all these elaborate precautions with Simone -- every instinct in my body tells me, it's not natural.
Person2: I'm just trying to help you, Sayer. I don't want you to be disappointed.  It gets cold out here at night.
Person1: Nice try.  If we can't get to her through you, maybe your family will be more co-operative.  I can guarantee you, Taransky, one way or another, Miss Simone and I are going to get acquainted.
Person2: I'd like to see that, Sayer. Invite me.",1,1,300,507,506,1,0.5104990005493164,"Rationalization,Intimidation",
158,"Person1: Talk.  No tricks, no codes, no messages.  You haven't found us. It was a fake call.
Person2: Jessie, I reached the top of the Tower.  So far, no sign of anyone.  Looks like a phoney call. Over.",0,0,300,294,293,1,0.522925853729248,,
159,"Person1: My dear Aulon, to you it shall befall the honor of impersonating the royal blood!
Person2: Majesty, I can't...
Person1: Why, are you not ready to die for your king?
Person2: Of course I am, it's just that...
Person1: Good.  Until then, feel free to live like a king!",1,1,300,311,310,1,0.6017260551452637,Accusation,Dependency
160,"Person1: Security, uh Norm, Norm speaking.
Person2: Norman? This is Mr. Eddie Vedder, from Accounting. I just had a power surge here at home that wiped out a file I was working on. Listen, I'm in big trouble, do you know anything about computers?
Person1: Uhhmmm... uh gee, uh...
Person2: Right, well my BLT drive on my computer just went AWOL, and I've got this big project due tomorrow for Mr. Kawasaki, and if I don't get it in, he's gonna ask me to commit Hari Kari...
Person1: Uhhh.. ahahaha...
Person2: Yeah, well, you know these Japanese management techniques.  Could you, uh, read me the number on the modem?
Person1: Uhhhmm...
Person2: It's a little boxy thing, Norm, with switches on it... lets my computer talk to the one there...
Person1: 212-555-4240.",0,1,300,436,435,1,0.6123447418212891,,
161,"Person1: Eve, I don't mean to be rude, and please excuse me Cliff, but Eve, isn't Cliff just a butt with hair?
Person2: What?!
Person1: I'm sorry, and legs. Legs, butt and hair.  Well, isn't he?  And shallow, as well?
Person2: Shallow? I'm shallow?!",1,1,300,306,305,1,0.6089651584625244,Shaming or Belittlement,Low self-esteem
162,"Person1: Shhh. Hold it down! I'll take you guys down, but ya gotta come right back up! 'Kay?
Person2: 'Kay, Mac!
Person1: Shhh... Remember this is a privilege, so I don't want none of you goons up. Kay?
Person2: 'Kay, Mac!
Person1: 'Kay, let's see...  Cheswick first ... then Billy... Martini... Scanlon... Sefelt... Fredrickson... Taber an' the Chief... 'Kay
Person2: 'Kay!
Person1: Shhh!",1,0,300,355,354,1,0.6156888008117676,"Intimidation,Persuasion or Seduction",Dependency
163,"Person1: Yes.
Person2: You have what I asked for?
Person1: I do.
Person2: Pack it into black garbage bags. Throw the bags into a garbage dump in the alley behind the Fang Shan Restaurant in China Town.  You have twenty-nine minutes left.",0,0,300,293,292,1,0.510775089263916,,
164,"Person1: The thing about it is, threesomes so rarely work out.
Person2: You're out of your mind.
Person1: I've been a cop for a while, Kelly.  It's hard enough for one person to keep a secret, let alone three.  And then there's the love angle.  I mean do you and Sam really want that little pill-head around, now that you have the money?",1,1,300,320,319,1,0.6144769191741943,"Rationalization,Persuasion or Seduction",
165,"Person1: Don't listen, Willie. Progress is a feast to be consumed. Women would have you believe you must walk before you can run. Or run before you can waltz!
Person2: Give me that child before you fill his head with drivel!",1,1,300,289,288,1,0.611335277557373,Persuasion or Seduction,
166,"Person1: How much you got to see the show?
Person2: You don't understand sweety, Daddy doesn't pay, Daddy sees the show for free. But you do get points for being horny on a night like this.",0,1,300,281,280,1,0.5145890712738037,,
167,"Person1: If you're heading towards her room, you won't find her.
Person2: Where is she?
Person1: You don't know?  She left thirty minutes ago.
Person2: Where'd she go?
Person1: She wouldn't say. She apologized to your aunt and told her she was going to stay with some friends.  You blew it, Sebastian. That girl has come to her senses and she will never go near you again.",0,1,300,326,325,1,0.712719202041626,,
168,"Person1: Y'know what Stephen said to me, right when all the shit was coming hard? ""You never know till the moment the fire stares you down if you're just gonna do this job or be great at it"".
Person2: Ah man, is he usin' that line now on you? What, you think he made that little gem up? Jesus Christ, I used to have to listen to my old man use that every morning.",0,0,300,328,327,1,0.6151349544525146,,
169,"Person1: Sarek... I would have come to Vulcan... to express my deepest sympathies...
Person2: Spare me your human platitudes, Kirk. I have been to your Government. I have seen the Genesis information, and your own report.
Person1: Then you know how bravely your son met his death.
Person2: ""Met his death""?  How could you, his friend, have assumed that? Why did you leave him on Genesis! Spock trusted you -- and you denied him his future!
Person1: I -- saw no future --
Person2: You missed the point, then and now... Only his body was ""in death,"" Kirk! And you were the last one to be with him.
Person1: Yes, I was...
Person2: Then you must know that you should have come with him to Vulcan.
Person1: But -- why?
Person2: Because he asked you to! He entrusted you with his very essence -- with everything was not of the body. He asked you to bring him to us -- and to bring that which he gave you: his Katra. His living spirit.
Person1: Sir. Your son meant more to me than you can know. I'd have given my life if it would have saved his. You must believe me when I tell you that he made no request of me!
Person2: He would not have spoken of it openly.
Person1: Then, how --
Person2: Kirk, I must have your thoughts. May I join your mind?
Person1: Of course...!",0,0,300,555,554,1,0.6112229824066162,,
170,"Person1: You put the bug into the body of a man with a diseased kidney, the bug attacks the bad kidney, dissolves it, it's assimilated by the body, and now you got a perfectly good parasite where you used to have a rotten kidney. I know what you're gonna say. You're gonna say it's crazy.
Person2: It's crazy.",0,0,300,308,307,1,1.2246050834655762,,
171,"Person1: How long have you and I known each other? How long have your Dad and I been partners?
Person2: Quite a while.
Person1: I've watched you grow up, Ben.
Person2: Yes, sir.
Person1: In many ways I feel as though you were my own son.
Person2: Thank you.
Person1: So I hope you won't mind my giving you a friendly piece of advice.
Person2: I'd like to hear it.
Person1: Ben -- I think -- I think you ought to be taking it a little easier right now than you seem to.",1,0,300,358,357,1,0.5107898712158203,Persuasion or Seduction,Naivete
172,"Person1: Don't look much like he could. You say he can fix a small engine like nobody's bidness.
Person2: He's a regular whiz at it. That's all he did when he was a kid.
Person1: Well, I ain't scared of him workin' here. You know me. I'm a church goin' man. Forgivin' man. When your time's up the Lord's gonna come git you. You seared of him, Scooter?",0,1,300,333,332,1,0.5113890171051025,,
173,"Person1: What about him?
Person2: I need to ask you questions of a psychological nature.
Person1: Remember when you asked for a study on him, I refused. Same goes for now.
Person2: That was Peterson upstairs.
Person1: It was you who did the asking.
Person2: He doesn't think you run mind games on him.
Person1: I wouldn't presume to try.
Person2: You're never alone in a room with Graham, are you? You're smooth about it, but you're never one-on-one with him. Why's that? Do you think he's psychic?
Person1: He's an eideteker. He has almost total recall.  But I don't think he's psychic.  What he has it empathy and projection.  He can assume your point of view and mine.., and some other points of view that scare and sicken him.
Person2: Why aren't you ever alone with him?
Person1: Because I'm professionally concerned about him. And he'd pick up on that. He's fast. He hates being prodded and poked.  So do I.  What do you want?
Person2: His nervous breakdown followed Hobbs. Could he kill again if he had to save his life? Or would he hesitate?
Person1: I'll tell you the events. The psychology's none of your business. Hobbs was trying to cut his eleven- year-old daughter's throat. Graham shot him with his .38 six times. Hobbs still didn't go down. He had to wade in...
Person2: That's when it happened?
Person1: No. It happened when Graham went to see Hobbs' daughter four months later in the hospital. She saved her carotid artery.., but lost three fingers and her larynx. She was connected up to a voice box.  When Graham went to see her, she asked him -- through the speaker: ""Why did you have to kill my daddy?""  That's when Graham had his nervous breakdown.
Person2: What's the bottom line?
Person1: If he pushes too deep into our boy's mind-set, he may destroy himself.  What are you planning, Jack?
Person2: Could he handle a direct contact?
Person1: I don't recommend it.",0,0,300,695,694,1,0.47337913513183594,,
174,"Person1: Guess who? It's your old friend, Lex.
Person2: Luthor, I suspect if you had actually planted a bomb you'd be far away from here by now.
Person1: Silly me. How do I ever think I can fool the super guy. You're right, no bomb. I just knew you were too busy with the world peace bit to make a social call.  I confess . . . I tricked you. Hey, you look great!",0,0,300,332,331,1,0.5578608512878418,,
175,"Person1: I don't like her.
Person2: You don't like her. You only met her for two minutes.
Person1: Don't bring her to the house no more.
Person2: What didn't you like about her?
Person1: I don't know! She don't look like Italian to me. Plenny a nice Italian girls around.
Person2: Well, let's not get inna fight about it, Ma.",1,0,300,320,319,1,0.5016570091247559,,
176,"Person1: If you want an answer to that question I can always put one of my men on the job. Good afternoon, Mr. Cross.
Person2: Mr. Gittes!  You're dealing with a disturbed woman who's lost her husband. I don't want her taken advantage of. Sit down.
Person1: What for?
Person2: You may think you know what you're dealing with, but believe me, you don't.",0,1,300,323,322,1,0.9206669330596924,,
177,"Person1: Poor Mac.  It's been a bit of a struggle. I'm sure Sally's told you.
Person2: No, what?
Person1: The movie.
Person2: Oh, she's really enjoying it.  I think. Is Mac okay?
Person1: I don't know what's going on.  I don't care to guess.  Mac's really unhappy. She isn't there, that's all.  She's no idea what she's playing, not a clue.
Person2: Who, Sally?
Person1: And, you know it isn't rocket science, this script.  She can barely get the lines out.  There was a scene last week - she sobbed, through every take.  I know crying's easy for her but it's a comedy, Joe.  Something's gone.  You know, that thing that was Sally - that always surprised you.  It's gone.  I think she's scared.  And that's death.
Person2: I still think she sails above the rest. I mean not like her early films.  But those were all such great directors.
Person1: Mac's a pretty great director, Joe.  He's a woman's director.  And nothing's happening.  Course he won't fire her, because of the friendship... But it was discussed.  He had to battle his studio to get her in the first place.
Person2: What?
Person1: Hey, listen, I love her.  She's Sophia's best friend.  I never said any of this, alright.  I'll deny it on the stand...  You guys are gonna have kids.  That is so great.  Maybe that's what this is all about.  Maybe she doesn't want to do this anymore.  You know adults don't do this for a living.  You guys are gonna have your kids, you'll be directing -- one asshole in the family is enough.  Sophia knew that intuitively.  Look at Clair. Clair's a mess.  Make sure she gets the epidural.  Forget that natural childbirth shit. Everything's going to be what it's supposed to be.  ""Life is but a walking shadow.  A poor player who struts and frets his hour upon the stage and then is heard no more..."" And speaking of me, the role of Leo in your film?
Person2: Leo?
Person1: Any thoughts on casting yet?
Person2: Leo?  It was out to Jude Law.  Jude passed.
Person1: Well, I can't make any promises, and of course I haven't read the script but I loved the novel...when are you shooting?
Person2: October-ish.
Person1: I have a small window of time.
Person2: Leo.  Leo's twenty-eight, Cal.
Person1: Scratch the two, write in a four.
Person2: Scratch the two, write in a four.
Person1: You've got a lot of gall.  Thirty nine.
Person2: Five years ago, I was at the party, remember?",1,1,300,850,849,1,0.5073740482330322,Persuasion or Seduction,Naivete
178,"Person1: How come you took your own car?
Person2: I didn't want him meeting me here.
Person1: Well that's something.
Person2: What is.
Person1: You didn't intend to be with him tonight.",0,0,300,282,281,1,0.6146812438964844,,
179,"Person1: Yes! Lying is always a very effective dating tool.
Person2: Okay. Thank you, my friends.",0,0,300,261,260,1,0.39716100692749023,,
180,"Person1: Don't you think you're overreacting?
Person2: Yes. The famous James Bond. I've heard all about you, sir. You were under direct orders to act as an observer - and yet you had to go off, on your own, like some half-assed CIA cowboy -  Endangering the gold, attracting that lunatic woman, and then putting in a distress call for us to save your bloody hide.
Person1: ...That's all well and good, Captain, save for one thing: There's no gold down there.
Person2: What are you talking about? We went through all this and the ship isn't even down there?
Person1: Yes, the ship is down there. But the gold is gone.
Person2: That's absurd! It took two squads of forty men fifteen days to load that gold.
Person1: I know what I saw -",0,0,300,414,413,1,0.5219471454620361,,
181,"Person1: What is this?  Don't be stupid man...
Person2: First you question my integrity, then you call me stupid...  ...that hurts, son.",1,1,300,270,269,1,0.4076542854309082,,
182,"Person1: Yeah?
Person2: It's me.
Person1: Hey you guys are becoming famous.      I was just watching the news and--
Person2: -- Did you set it up?
Person1: Yeah. All set. Tomorrow morning. Ten o'clock. Room 211. Barclay Hotel on River Street. Oh, and due to your recent notoriety and the heat that comes with it, I'm going to have to increase my brokerage fee to twenty five hundred.
Person2: We had a deal.
Person1: We had a deal before you and your friends became the new poster boys for crime.
Person2: Fine.     Ten o'clock.",1,1,300,370,369,1,0.5087440013885498,Persuasion or Seduction,
183,"Person1: ...You got no cause to hurt me.
Person2: No. But I gave my word.
Person1: You gave your word?
Person2: To your husband.
Person1: That don't make sense. You gave your word to my husband to kill me?
Person2: Your husband had the opportunity to remove you from harm's way. Instead, he used you to try to save himself.
Person1: Not like that. Not like you say.
Person2: I don't say anything. Except it was foreseen.",0,1,300,345,344,1,0.5148911476135254,,
184,"Person1: Wait! I know how we can get in!
Person2: Jam, shut-up! You're not allowed to speak, remember? Go use whatever femmy idea you have to get yourself a ticket or four. I don't wanna hear it.
Person1: But... my plan involves all four of us acting together.
Person2: See you at 8",1,1,300,310,309,1,0.4069960117340088,"Shaming or Belittlement,Brandishing Anger",
185,"Person1: There must be some other way out.
Person2: Well, until that's found, I think it's a good idea we all stick together.  Or wouldn't that fit into your plans, baby?",0,1,300,277,276,1,0.510502815246582,,
186,"Person1: Is that my -- scenario?  Tell me.
Person2: They'd frame him.
Person1: He's out of prison?
Person2: They're already watching you. If they had to, they'd give him this drug that mimics an alcoholic blackout. He'd wake up not even remembering his ""act of revenge.""",0,1,300,302,301,1,0.4318830966949463,,
187,"Person1: I hate that dog. I'm the only person in the world he doesn't like.
Person2: What's this big, big news?
Person1: What would you say if I told you that you were going to the Homecoming Dance tomorrow night?
Person2: I'd say you must have the wrong number.
Person1: Well, I just talked with Ben Tramer and he got real excited when I told him how attracted you were to him.
Person2: Annie, you didn't. Tell me you didn't.
Person1: You guys will make a fabulous couple.",0,1,300,351,350,1,0.5851418972015381,,
188,"Person1: It's very important you don't let this raise your expectations.  It's not going to effect any ongoing efforts.  All I'm saying is, please know, I'm not here to create any false hope.
Person2: They hired you.  You're like, a private detective?
Person1: That's exactly what I am.",0,0,300,301,300,1,0.3874077796936035,,
189,"Person1: You don't understand, I can get us information...
Person2: Listen, this is the time when the big boys have to go to work, okay Honey?",1,1,300,270,269,1,0.43063902854919434,,
190,"Person1: I don't know. This makes me feel funny.
Person2: Why shouldn't I make Hildy my beneficiary? I've got nobody else to leave it to.
Person1: I feel I ought to take care of her.
Person2: Well, you'll take care of her. After all, if that doctor's right, I'm going to live for a long time yet. Look, Bruce, this is a debt of honor. I was a very bad husband. Hildy could have got a lot of alimony if she'd wanted to, but she wouldn't take any. She had it coming to her, but she was too independent.
Person1: Well, I'm independent, too.
Person2: Figure it this way. I ought to be good for twenty-five years. By that time, you'll probably have made enough so that the money won't mean anything. But suppose you haven't made good -- don't you think Hildy's entitled to a quiet old age without any worries?
Person1: Well, of course, if you put it that way.
Person2: And remember this, Bruce! I love her, too.
Person1: I'm beginning to realize that.
Person2: And the beauty of it is she'll never have to know 'till I've passed on. Maybe she'll think kindly of me --- after I'm gone.
Person1: Gee, you almost make me feel like a heel -- coming between you.
Person2: No, Bruce, you didn't come between us. It was all over for her before you came on the scene. For me -- it'll never be over.",0,1,300,556,555,1,0.5069160461425781,,
191,"Person1: Talk to me.
Person2: I got it. But listen, Kate didn't know what's on it. I mean, she came to me to figure it out. She's not the one who planted the virus. You leave her alone.
Person1: Hey, don't worry, kid. If she's innocent, she'll be fine. Your mommy's safe now, okay?",0,1,300,311,310,1,0.5122377872467041,,
192,"Person1: That was rather.... disappointing.
Person2: I had suggested that they tone down the program so that the ""guests"" might take longer to expire.
Person1: I want more action. I want to see more ingenuity than that. I want to see the injured man out wit the machines !
Person2: But sir, most of the people we are putting into the ""Park"" are accountants that embezzle or investment bankers. They are not known for their physical or intellectual prowess.
Person1: I don't believe Ol' Bruce is having as much fun with this as he once did. He still insists on the ""guests"" being of the more nefarious type.
Person2: That's right, sir. He does a thorough background check and if he finds them to be criminal or guilty of embezzlement, then he will put them in the park. He has refused the last three suggested ""guests"".
Person1: What about that time when the mail room kid was accused of stealing and we put him in the ""Park"" ? Wasn't that a computer glitch ?
Person2: Yes sir. It turns out we put an innocent man into the ""park"" and he was not the one who stole from the stamp machine. That is also about the time when Bruce began refusing.
Person1: That mail room kid was the longest lasting ""guest"" yet ! Maybe we can alter the computer records and make another ""guest"" from the more athletic of our staff.
Person2: Bruce may still refuse. It is my belief that he is becoming more belligerent.",1,0,300,560,559,1,0.427264928817749,,
193,"Person1: Madame Colet, I think you deserve a scolding. First, you lose your bag--
Person2: Then I mislay my checkbook--
Person1: Then you use the wrong lipstick--
Person2: And how I handle my money!
Person1: It's disgraceful!
Person2: Tell me, M'sieu Laval, what else is wrong?
Person1: Everything! ... Madame Colet, if I were your father--  which, fortunately, I am not--
Person2: Ye-es?
Person1: And you made any attempt to handle your own business affairs, I would give you a good spanking--in a business way, of course.
Person2: What would you do if you were my secretary?
Person1: The same thing.
Person2: You're hired!",0,1,300,399,398,1,0.594541072845459,,
194,"Person1: Mr. Kirkeby, I don't like to complain -- but you were supposed to be out of here by eight.
Person2: I know, Buddy-boy, I know.  But those things don't always run on schedule -- like a Greyhound bus.
Person1: I don't mind in the summer -- but on a rainy night -- and I haven't had any dinner yet --
Person2: Sure, sure.  Look, kid -- I put in a good word for you with Sheldrake, in Personnel.
Person1: Mr. Sheldrake?
Person2: That's right.  We were discussing our department -- manpower-wise -- and promotion-wise --  -- and I told him what a bright boy you were.  They're always on the lookout for young executives. BUD Thank you, Mr. Kirkeby.
Person2: You're on your way up, Buddy-boy. And you're practically out of liquor.
Person1: I know.  Mr. Eichelberger -- in the Mortgage Loan Department -- last night he had a little Halloween party here --
Person2: Well, lay in some vodka and some vermouth -- and put my name on it.
Person1: Yes, Mr. Kirkeby.  You still owe me for the last two bottles --
Person2: I'll pay you on Friday.  And whatever happened to those little cheese crackers you used to have around?",0,0,300,517,516,1,0.5110547542572021,,
195,"Person1: Calvin, I wish you would have at least let me do the dishes. It's not going to be that easy getting all that dried- on food off my nice plates.
Person2: I just hope those plates aren't radioactive by tomorrow morning.
Person1: Cheese is particularly troublesome.
Person2: Worse than your Kraft Holiday dip?
Person1: Oh, much worse. But not as bad as that Mexican Jumping Bean dip. You remember that?
Person2: Yeah, yeah. Okay.  Give me the roast and watch your step.  I'll come back for the radio.",0,0,300,355,354,1,1.7178370952606201,,
196,"Person1: Walter...stay away from me!
Person2: Don't you see Carla?  I made them immortal.",0,0,300,259,258,1,0.4286179542541504,,
197,"Person1: I've got this business idea, and I genuinely think it could work, but I need an investor.
Person2: I've heard many pitches before, Dylan. What makes yours different?
Person1: It's innovative and caters to a market that's currently underserved. Just give me a chance to show you. I promise you won’t regret it.
Person2: Alright, but it better be good. Let's hear it.
Person1: Thank you, Kara. Here's what I have in mind...",1,0,300,336,335,1,0.41203999519348145,Persuasion or Seduction,
